AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,eyeDetection
-5.142752911598722,-10.593019188732667,-29.301104115372862,-21.198897003904214,-7.500665208186748,-4.597946435619592,-11.1549057669496,-24.321484147001655,-26.31000582175274,-12.592304357658875,-15.122803642994525,-13.926914730750465,-8.397183758487543,1.1343732946765686,0
-1.6873959427053293,-6.740991417751351,-26.865185572743542,-22.358986135455954,-7.35741208478602,-3.2603952379545973,-8.455646274700952,-27.41338597052477,-29.417622353495016,-18.26369473746287,-7.125549667114304,-7.843260569364343,-1.1145139990608648,-1.2919840461582495,0
-2.5616483440037214,-5.165551912470513,-24.756781993825037,-21.26476014716729,-4.037660923633758,-3.1529350872894075,-4.140619698178892,-21.424640245534444,-10.879540008480497,-12.448345403175928,2.7159416351609864,-5.9396676635892565,2.106440051619639,1.6252791714402495,0
7.401645724456648,2.2577965748218003,-20.354103784671274,-11.990995268943003,-5.444927071458777,-4.531911470713739,-4.536813900602138,-16.040976797670652,-3.9578954132380684,5.630353717272889,11.238170810065421,-3.4124920980957842,10.320409378330435,20.62248819499991,0
14.604256223055163,13.241942925680952,-17.00313698208494,-4.360497523825277,-12.153807919421833,-5.946383579778676,-6.344817059379159,-15.416967945100538,-11.637628045157506,10.754123972204214,9.78069282655144,-3.4351398621029405,17.24331046688326,22.50056763993567,0
9.96116511385514,9.018419149787665,-18.564036428943524,-6.372796299040421,-13.946048975964796,-5.643042062271279,-7.827337736251861,-11.770825174330989,-3.5285124586109227,3.933776107684059,2.3944571239996844,-6.312868281913406,12.939215368494125,5.907568633599487,0
5.091631271862471,-3.1678119594217584,-22.09659477018837,-11.414812667498008,-7.94312319659742,-6.298079572148991,-8.48834610091362,-2.4156350286861916,14.886226121274849,8.75494557934502,2.4776469460336594,-7.054862926816055,6.754290379307793,0.43690574734897214,0
1.0499233867307067,-3.6325218712954594,-24.359923172556844,-14.724652968114338,-4.396870886648047,-6.7060913675185025,-7.545257383056124,6.526326282780723,15.866099932070828,13.581682155304907,3.248769421531465,-7.651914905117165,4.243039970718145,7.733892043607719,0
-4.289839326464931,-3.8833259306716927,-30.42789143582263,-17.964828908327334,-11.106052027768303,-5.028747521962896,-7.589981291061902,2.257199807449151,-5.712471241333459,-1.092617078036663,-8.431010792594023,-14.933678917324265,-4.856755099208037,2.981729592284882,0
-7.462761637587885,-11.49972439020512,-35.7195810962995,-21.427131213756535,-18.238877469675128,-6.396860573988754,-8.741710522688265,-14.154119393969491,-25.515131651154828,-17.073324647243986,-19.5325412221648,-23.193353114147307,-16.21790182068028,-15.731908912805787,0
-7.576792620995223,-9.33455172039136,-27.54097616695636,-20.10544798769118,-14.4288953148734,-9.751984631300498,-7.268387097600119,-20.66679817861705,-21.760332669394746,-16.79308020892087,-15.733304024717496,-19.929771641744097,-14.527341411408468,-17.480888734997492,0
-4.623071117704726,-0.35394148073803877,-14.77419205513225,-12.07771288452733,-7.394772802259995,-8.754031893609817,-5.257765667075612,-14.45669471534959,-13.671846287737159,-12.28186536060505,-9.57554781364388,-10.944021342002303,-8.418531874789451,-2.8176843480081426,0
-4.341140817627006,-3.0582378945632596,-14.433464570448537,-11.505989777806374,-9.532089132915427,-6.743883912410025,-6.989874528410919,-15.826061719414202,-23.768845404708873,-14.505390888217438,-9.695682796364233,-11.15480719558108,-10.509888790008995,-2.7295420426179193,0
-9.472946969067914,-11.211750699147034,-19.458388859235612,-20.824552565203664,-16.13503276133549,-8.508141898284968,-8.947208245563088,-23.02674370644356,-27.791793002187987,-15.34504470964266,-5.25502649002539,-13.138383592500373,-7.759510885356952,-7.253944018124258,0
-8.30067387556165,-9.114131358220245,-15.715049589609105,-20.13317231869645,-15.791989445956634,-9.988150308482737,-7.652098475924996,-18.114631083610554,-11.03691006347109,-7.917185346480213,3.924650435362106,-5.290366120683625,3.7203223406690715,2.7756944685535547,0
-0.5320514919018484,-3.693307637802409,-9.832168751263433,-13.330000236682785,-10.67881909360123,-8.636782858016415,-1.9878530001189376,-3.9588355580659127,0.25541086614538155,-0.6755243437496228,5.81034612108362,-0.23146826540412224,6.087769955567179,6.530337883269475,0
-1.4913841443080829,-9.365618565563969,-14.387944826980855,-16.99354813969495,-9.636427771444716,-6.175750573052645,6.642942960832505,4.194500989901546,3.377953526579173,0.8516447725834508,2.5360813764199577,-5.397085899308797,0.6136234966153484,-3.8098273101336995,0
-7.089724303812099,-14.893671031254536,-22.892384817129102,-21.58757234742644,-12.954535863456744,-4.062607298353984,3.9647263718031143,-0.7061332030573642,5.399262353357841,3.6369936037468698,3.6084213670983942,-7.434463198067469,3.3832165485783605,-7.6145346690582025,0
-6.376171408873754,-6.342351593988248,-23.747355844848787,-19.669787459157927,-15.296421633410551,-7.4635846777422445,-11.523813440820529,-13.619511942271345,-8.786010844768624,5.006839199504614,4.134982312998733,-4.55134935488612,10.288183289672837,-5.193803177099085,0
-9.231349604698853,-5.1682790907960685,-23.231006504107583,-19.51537805861745,-15.16801845741808,-13.49899429751181,-16.003137364905037,-20.48270546921583,-24.486265411394072,-6.865255414778547,-5.300867495245984,-8.891848604553957,4.7923777399492735,-8.517899236542611,0
-17.397198686032286,-19.8482316977252,-26.433698781233307,-21.821265631792816,-14.390301884443357,-12.105341468882758,-7.7869306413608355,-18.600701696130916,-21.589671475151793,-22.270323731332706,-17.297167858568592,-16.73910399328163,-11.456753254811881,-11.296036790950609,0
-14.369216347469719,-18.776235105375335,-23.051551679412658,-20.619163508078493,-12.193393788761968,-10.27131070247693,-5.237117308934064,-15.749249021710355,-14.527161285915408,-20.788343872725143,-15.92003029519965,-15.310890997757728,-16.362189068564025,-8.772350579190688,0
-0.9931402709662802,-2.319846686021196,-15.3166069225243,-15.201775332379386,-7.359754347146139,-12.645194034728947,-4.376148614819096,-8.627222712413879,-6.536930537676016,-7.188789690566526,-5.219788500887069,-8.060240556327331,-3.9952581344323472,-3.876255514188016,0
2.250416684187323,-2.5621747966431174,-16.726015441816195,-13.498326871263508,-5.145492587465001,-9.485324521120411,1.7170608736366049,-1.2891984418201128,-1.517645140474233,-0.790568739661305,-2.6770153440718083,-4.3046460133640805,2.378441101998644,1.4763936260187869,0
-9.457987002069565,-15.027667996023961,-22.739371978775704,-17.940568810371012,-12.57033843862656,-8.69446727724394,2.2985019016713606,-6.427449036214844,-9.620180638854702,-8.509454885300293,-6.9243995072424855,-6.980887646792698,-6.299078259929184,-4.376090092711159,0
-18.02488651192076,-18.21442310864693,-25.168793790221475,-18.58135374312651,-19.74620010618812,-15.802292914464513,-4.2617728057226305,-10.3505548880144,-5.807302417376005,-16.800315835605588,-6.3010013460350605,-12.99631507599354,-10.72526771243613,-17.034565745241906,0
-16.316382162464272,-12.849506397127739,-26.26061021349073,-16.078839587293626,-11.057585321001456,-13.45849534244299,-4.836799008952973,-1.1779604474752912,11.446697417843168,-6.171383247246872,1.863953655233197,-10.416177748299162,-1.491318508403412,-11.464654091755847,0
-12.43472991909381,-7.19105669835061,-23.73134291353375,-18.165607541892975,-1.9757422099158868,-4.67057200317872,2.6346478632635644,2.084420995702164,8.044033304040344,11.798053726731437,13.93138601211306,-0.7005984695645795,10.955780343654473,1.7299000793412382,0
-6.502989004873511,-8.09712711064265,-17.02383119388206,-20.164612030349552,-9.758953329910398,-6.019561133629258,6.332124725459309,-3.6684377762727625,-1.5428466146160993,13.509676585139832,19.12292449667477,0.9069644927789282,16.69661921562752,2.415681252005669,0
0.10748374712967479,-13.711279158373626,-10.126737815414169,-17.95824788857539,-14.231218722071045,-10.283997361217457,1.042799020453045,-3.3118907416209753,2.329711995295221,10.669257162099623,15.19519044440634,1.9080439192858787,17.10518042592664,7.155921700075456,0
2.7604009652195796,-9.911858004698784,-3.999705108640798,-14.4408392590667,-5.492855094769185,-8.931218140815803,-4.266948875630219,-2.725253336808338,-0.4140867937023902,12.26003593487849,13.386417124199797,10.156800221644453,18.448718832830984,13.788734059878792,0
0.9508078115005478,-0.7658376237091891,-4.4367445886983585,-13.556463188541793,-0.451295009855067,-4.15316389467971,-1.9211955270078709,-7.668407754691441,-6.718321678683202,3.6173963837702043,9.570152319513483,5.425577664349021,13.537316464984354,1.9724094422601866,0
-10.221227866957914,-6.160671877949121,-12.458516976466116,-17.65560768677716,-2.018329407078637,1.6840285116862632,1.503089666055454,-11.896617834411249,-7.603277638053524,-9.768867666283187,-5.542705544900013,-14.387016992191471,-4.662959513958845,-16.053497610127398,0
-22.281042246524287,-20.052808157554516,-17.16384511572751,-21.258350401112434,-5.330884387026319,2.282704758560986,1.6681717698717087,-13.850586798347003,-13.375020049767594,-17.377001608295217,-17.240758717309504,-22.892394425421966,-18.60968854921542,-26.56379860914786,0
-18.10107850103948,-20.94058570421022,-12.89474645843715,-18.46727300375516,-5.672416593433606,0.1231539715000709,5.9835645071293335,-9.042241463858959,-13.018128299882784,-19.161902354030683,-11.592428958625492,-14.918402416537615,-14.590520236590974,-22.968664497102893,0
-7.602729442933079,-8.040755824315902,-2.587244194735657,-10.998301083138807,2.130523031492725,1.0331070770389643,11.610289250630355,-0.6569804073669463,-1.2072341734647254,-7.3497779701214005,1.0038575256659854,-3.999721365318903,-2.137504760350442,0.6170741964505324,0
0.04790782022399842,5.315136802203314,7.0977290021792605,-2.7756103411420607,3.9541393506304026,-3.0586874963930826,5.620446429250339,-2.6866032602126566,2.9947730348976807,6.642905294300053,8.41917943505335,4.975135501193382,8.894451192154808,17.841460005016195,0
13.32624483578075,10.619797755576876,10.906776970296516,4.245059910130783,-5.319334990258998,-8.85691335614049,-4.770343395502612,-9.35293252059964,-2.134557567752166,5.209022256977496,9.097701300524164,5.746595399200674,14.127182964228146,13.12270006285,0
19.605571635248726,8.490533672509791,10.749950771610164,7.386603518467566,-5.318841483193761,-3.1447981907727565,-0.8966684548987944,-5.753033750935294,-3.3189280344127,4.862353503926805,7.689113629894877,-0.9430572345245132,14.471678051679241,11.423900345085759,0
8.497383469670428,3.0967028441707525,6.82910839476861,-0.5862534930706378,-0.47103134499988375,5.831968156966943,9.313274924861172,4.117135274672852,6.2312183618951,13.554693457308796,12.169545936122843,1.2080373675910572,15.918869816403264,14.685911107325946,0
-1.6554355033310166,-5.177444308378711,-0.9180018235745475,-13.758550688908798,-7.028139416682722,7.526104431722377,11.164389008366857,10.565286040514113,17.633248279522057,14.818893095342865,16.67992738743938,7.476301591103626,13.37105081239948,6.605869774432708,0
-3.828102188655688,-10.730892844443783,-2.992970959803131,-11.544196027058497,-8.251402513332973,6.287487931686199,11.007090044148095,10.974889941939194,13.861981362919037,11.756989502675188,11.998570421900693,2.648727704834341,4.7972718265432945,0.7467095409318194,0
-4.366936045515797,-7.398650701069899,1.311990607731195,-1.5376214405677207,2.8765590508289702,5.748645511067273,10.128199613086178,7.866102976449925,4.88984731368849,12.334453645162931,8.859049294711586,0.17093370660525142,4.484464776671223,5.374053206694361,0
-4.310640126253206,-6.6801585591447505,-0.04012459068350083,-6.21936705928278,3.519636736069395,7.330711295567241,7.055721185221045,9.037658806809937,10.151065129891247,8.421299332287695,10.166186992722675,5.984978554982166,6.585805335877621,1.5500919092259684,0
-8.868262547992764,-13.29727699769129,-3.7271574484805416,-13.852855260306512,-7.1865587215884945,6.084801279102037,5.788087331437717,10.91745885221517,11.538407311362874,0.6379887091464926,3.5406317013759425,2.570849544338147,-4.717561076243649,-11.712711227286393,0
-17.957243311373848,-14.737659772558649,-2.578556498871084,-12.642962347948178,-8.361587792971783,-2.528813282871768,-0.3815876267120384,-0.7523419053728491,-10.41133642006464,-6.748700158884461,-6.975444780117917,-7.564748914373726,-15.051650087680729,-16.21921639544648,0
-21.210903227986783,-13.26154776917195,-4.4118478005055515,-13.025680426809004,1.2326043449117154,-4.1949340695735335,-6.458682362639042,-14.134833954027524,-26.516763390185034,-16.712516957551923,-10.612911132426941,-9.413814408408701,-16.061073800266037,-14.479849807124937,0
-14.232711970029197,-13.967805020633357,-6.514885076558112,-9.138427431484965,6.369429389734233,3.944131859043144,-0.7185356650811601,-7.010331221249402,-10.465526434200026,-18.917432455865768,-6.752485307299223,-2.2746902375887386,-16.946497481140973,-16.618912526297223,0
-4.78167746255473,-9.57797002911378,1.0529855351010875,2.0574679625735603,2.0502549763455598,0.3887463226257597,3.225970719366569,3.348186567804185,4.7219019123030295,-5.772814539951556,0.9310784155187783,6.4146338594918175,-10.741218783659745,-12.661179662195734,0
-1.907692697926663,-3.5642689098645053,11.904206722249457,4.595877920962735,-2.125072812575434,-11.58192147503121,-2.4203513206910996,-4.543874422000758,-4.565667815327288,7.253978880863144,6.702566035865993,8.533519133598045,1.3823358752874824,2.937111794458045,0
1.3701551767621085,-0.7092597904347961,16.97497722566439,3.3593709876651463,-2.612641764331324,-8.857237878594546,-1.0403650556522113,-6.91157592331767,-3.3962005007833316,14.89638510386306,12.41745419422054,7.801732330364452,7.853253575508834,14.198383085270473,0
9.412724679397657,2.762701481401457,16.29524219847272,6.534467426420044,-7.143432041968408,4.162703726604259,12.31405699673492,11.304474688498154,15.183275330738418,20.70269443428903,20.769620020105073,14.384614614301789,13.675252999039616,12.746860148017252,0
5.908663934700698,0.9273025812868934,14.986446649852953,1.9972929605534206,-11.91721481443621,11.098211544810045,22.387542573182415,19.658352326309796,16.93672423839325,14.89385873385342,22.156523612248527,22.731932890607226,16.95954187779821,7.641784376769548,0
-6.5685654951537,-8.329733965425092,15.589455574313533,-4.295117862986713,-8.435447908052268,11.311585398120776,21.3868722607427,10.231024186281003,10.118502457732836,6.473225578090295,15.401741565804686,22.48528441623983,10.07370999979562,3.565548350409145,0
-9.9249889580514,-13.282571487036364,12.326954545907064,-0.8724187856950048,-4.006358074989258,10.913604224316156,18.125080039018396,9.848511718708117,14.967563841095712,9.856706652065906,8.304901802816559,13.447430578974984,0.4299141230681913,-3.6588552998408606,0
-13.005519627829743,-13.856853875586403,3.190298715462542,-3.4458536106855115,-4.924838825057371,11.887688289405993,16.139705617621484,11.158464060654339,9.663851854688307,6.422125278429552,-0.9253992836146394,0.7507453255749175,-8.045553962241726,-16.836697060650955,0
-20.1452299749862,-18.704045485312296,-5.803855384972297,-12.328183746739871,-5.387871600716231,6.670550812772788,8.665350163678607,-5.158651374965554,-12.515004211170398,-5.405730623934746,-10.026873564102658,-8.529595333123785,-14.570149320059917,-27.423354337829227,0
-21.321151719248896,-22.484656522626647,-11.76944150854737,-7.829136409411304,-0.9838262207342843,-5.104516199158435,-0.3837679399521189,-19.137080728312647,-21.82123897507565,-1.7754781891837905,-11.754807343497088,-11.969857824318598,-13.896074501589034,-24.447958762643026,0
-28.127275407156628,-19.500609881229355,-15.76370328334153,-3.192406832178069,1.5790359981341937,-7.139567783961869,-3.8158862519474877,-20.701320738813124,-18.187611331685975,2.7696084365232476,-11.436137347805438,-15.492090852403546,-12.249051109537133,-21.363940861160454,0
-39.74735977634086,-18.24355017999689,-19.56477458950995,-13.362751950057877,-3.8717244336860053,0.40676874406229224,-5.71869744614024,-24.418197219014473,-22.82795700975258,-12.486429344224423,-15.934995825283945,-20.70174329235941,-16.195406660463384,-30.305863917679318,0
-33.571813469412135,-19.844471109943758,-20.62553626012583,-13.952347194907304,-4.222677715075836,5.111486395487658,-4.92821035365697,-19.210291446016885,-17.63798538973169,-22.884759793809952,-19.579394278600894,-18.389948021888923,-19.188670507369828,-32.555734785348,0
-20.38126281393856,-14.432094000096676,-13.545980762057717,1.6108011071214916,6.66846293551052,10.70510106596754,2.2586638767470015,1.014110093360078,6.047956746383081,-10.47965306914804,-16.016464524924128,-9.388727797787995,-19.106877790134256,-24.983847506393584,0
-23.029379102131557,-6.376939389941505,-4.921027298749566,7.944684365163419,11.343402733035592,17.26525485319332,6.219758600559318,8.868325047636617,14.350361360376006,4.302746018236591,-11.385792621321503,-8.085726471610716,-19.52067528980142,-22.941807596278114,0
-27.286673774641535,-4.99333549586038,-2.06709785981379,4.544565553297318,9.077128868460692,19.45297630628305,4.6198551785912265,3.4045477308519017,10.05786486528585,6.364531161012319,-11.999220972905388,-11.362000673968755,-17.942496644820366,-20.45268526609929,0
-16.067389304509383,-4.109655163431242,3.233989417552598,6.022737672430537,10.581969944873844,20.338921825344997,8.625329061131268,8.741299265730184,19.576001196713634,6.387036373560095,-8.433789257278885,-4.4406748447025715,-9.69842064403368,-14.61440261247299,0
-4.498670387853433,0.8009634074759289,12.92138627324665,9.122359625024771,10.783806852610638,16.79440191713511,14.218389722593392,16.497319805196486,23.6820466840431,16.455252534056633,4.943770841741429,8.573747162592886,5.228168660076835,-8.792424407322901,0
-6.557343761944461,0.7601825091209546,17.454163375436394,8.174534927977618,9.952342627205988,11.128634504243813,10.393538540217158,9.10248892153971,6.444504550684794,25.41781144434693,12.800467953543688,14.149856530907282,14.965712729435426,0.5296749314364,0
-10.966289844065505,-9.765749248824376,14.211557394114537,4.452953557760987,7.374325897754314,13.216575500896816,5.4640339154426405,-4.187209709897168,-9.91738789873192,13.706071126291643,5.010944493157434,8.987976934097372,7.27357346800738,-0.9655429347496298,0
-9.905520752286975,-18.54693179279455,7.862700207354649,2.154252681287671,-2.1323634261855133,14.103521707953082,9.036797399701433,-8.627018897859285,-10.357855020011701,-5.4032365988092295,-5.4706111241502065,1.8396077919041578,-4.009127554914763,-14.070790919632463,0
-10.805285715136993,-12.053343145298138,7.3861251231191405,5.880054461929619,-2.5265957113459967,9.164101996959355,13.59140866150717,-1.743597326987253,1.6099481901816692,-3.231853363509417,-3.7807756431534845,2.363745703283966,0.08798595849843327,-11.552662081769023,0
-13.26775909978845,-2.930231568270679,13.666247548958609,10.10135869575467,8.809637207476685,10.518374302815886,12.39573921879183,6.510688860760447,13.909802752912999,12.257134309138726,6.151078359442207,7.3213498485779445,9.181973956810861,-2.1391248456912315,0
-14.252419424840223,-8.299172265470563,15.849306614745798,7.608417925481508,9.002425972544406,12.67944237753334,10.767413957560228,8.193727754556058,14.029336320630483,15.845069118954058,10.252911018020786,9.11167528962825,7.756307674558087,-9.395555287171327,0
-20.272617818663484,-18.946627085682845,13.851629959827712,3.9072301141121866,2.461866078423473,6.493831874778507,10.303398376563688,10.01691927615451,9.012001800507297,9.365065684546854,4.569997836810324,6.649271057777441,-0.22291764698496408,-16.813309750598336,0
-25.437339215585588,-20.995974101871017,10.996554358795763,4.055416824290583,4.078557415801727,4.440768317654065,4.729472314843716,13.423285441978386,11.022107996091966,8.66495832896533,-2.494767072299523,1.893383631882862,-5.70290836138625,-14.504189219819473,0
-18.487733336305546,-11.94911524856889,5.195654247545054,5.966306305814353,6.801734790105846,12.643536753683724,-0.4766626856562537,10.858925331705949,13.75903067512402,13.265268379280583,-2.206342553320492,-0.61793446541369,-5.024081160944004,-17.253565419813565,0
-12.631443180546569,-0.6642819558357469,4.121785532688121,9.30936415928744,10.510645864089327,17.829797268325404,5.422515709853899,6.0137288965423785,10.147236233034402,10.52030956789946,0.7767629330675762,-0.7887453856401185,-4.871705305257494,-25.09753239167727,0
-21.360125302498023,-5.130939130459514,5.352762605590354,11.431924075644913,14.2086499683501,13.632580219471679,14.220350011004907,5.805074468471208,4.05087711399667,-1.6646808306241705,-7.160543755365261,-5.826276714767623,-14.513177954269889,-33.30119501553118,0
-32.53321004978388,-18.697277904191704,-0.4643621950679083,6.0750855747000365,4.043525832150474,9.664700162311368,12.951727748317923,4.916120181176643,-1.986044018693014,-13.920085070532515,-20.456015594507047,-12.728827988115835,-24.1164470372595,-38.25601937553502,0
-30.083460943342846,-16.169790296396776,2.665042020060921,1.2964929005605703,-7.031578833013427,9.073390395280102,5.684508189752235,-1.884165932594402,-4.642214413551059,-16.525161394941776,-17.357259389190695,-7.462408515891289,-18.305165775762084,-27.2603991565308,0
-14.880572794473379,-3.515885719026036,19.98703726170826,11.677178619941484,1.6745367510696045,4.499493379470719,1.0880524513570893,-5.532298568778628,2.182372010114624,-2.0577130366208634,0.8740979187359559,9.124954127674059,-3.056263799891788,-8.475976249676908,0
-7.067676641292429,-2.999116560119963,27.00166714847118,21.473158900390015,9.120451507699228,1.4596739460462782,0.16585469380725515,-0.6311128023816106,11.90744822938664,16.36209974403916,8.847118560190074,16.038887403939377,2.593825099083758,-8.349254479968996,0
-20.878269341718752,-14.416966823316903,18.12387614610633,10.926838278900718,-1.6872102492482068,6.557926623444494,2.0410752193928245,4.728360845375066,13.345398315410426,12.903376482016775,-1.9863882355885618,4.7921244734228745,-8.730030395853028,-23.943084254443338,0
-34.76743122805991,-22.234754000665827,12.104029556082601,1.8969051380195707,-3.998806278390965,7.655666816665667,3.93920188459155,7.980519333311884,10.087780310556731,0.26628703161005185,-12.067753172614225,-5.109557651121908,-20.276030499573437,-31.931792130772973,0
-25.938545081029652,-19.579486168431668,16.33950355550854,10.03093896039844,10.382004980353384,4.53209707366087,3.8891907404515136,9.32444888896367,7.586387729279716,2.0962674275652016,-9.087735843641655,-1.5338410137793232,-17.787135347093034,-30.331068109971756,0
-13.698085249308289,-17.82035532215558,18.80260796332821,13.587784643458638,12.55438469368049,10.309279391008861,6.768769046352571,10.242337142295394,8.068461448558494,2.2146456947791835,-5.20229982466894,2.8374398522926434,-13.208205302968436,-27.250797826363907,0
-19.296571906440487,-21.289333294412977,15.385828866798294,7.220233768799561,3.0189710033570227,14.25586100726188,9.793102494944314,17.235557868599276,14.890716458560773,-1.8869270811441379,-5.573544418871323,2.483261906986169,-12.36189035648655,-19.37112124283102,0
-27.962804230171685,-18.806226325750508,16.439027790029453,8.208529737005787,4.511413760357717,7.298844042423521,5.5066062080052,22.052771292858857,20.6713688517615,5.819579410786914,0.6875752867579394,5.0744673192608625,-7.218815965818972,-12.322040448871865,0
-27.01035618002384,-14.915943775790943,14.350739578415887,12.732528962443403,7.8671112571159405,6.65577321379706,2.3007897482599104,17.94518124631983,19.684578997725083,8.167176257791096,6.666479683990428,6.453317648589062,-6.60402196642185,-19.693062092939858,0
-24.9083594721054,-18.240179203651063,2.1533125694614412,7.886853580579429,3.726304567354265,13.443632942874974,3.369710341657402,15.529663088124465,16.409516207287364,0.4238966372634071,-0.7646104427320766,-0.8372018226504542,-17.009752219229796,-30.381429274783603,0
-26.397758552566618,-21.15710710003626,-2.3711650782272935,1.341871925222379,10.102417708058837,12.410746006099787,0.22300067947731295,12.318701104478794,8.92860839381286,1.7359794302794684,-8.640309437968309,-9.157179800637646,-22.563530297019554,-30.050864504131447,0
-30.660459599038756,-21.479490560431024,-2.5471844241094592,-1.0854379757515646,21.952743610728252,9.36245292897716,-0.6854592752555222,3.3935419190883227,-0.5642935809950846,2.1214658734924186,-8.019408979455589,-12.82861301852897,-18.996960584596838,-30.799077307074445,0
-34.53560776936137,-21.072693924164934,-11.984518251407561,-5.526563439013843,15.878447110326832,11.502966526960874,3.3130472054754923,1.1348704623927932,-2.96502185826099,-6.259654888012038,-10.097765526077719,-16.689607418497843,-20.246578784116632,-36.15248722124025,0
